pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_eqt,st_rad,st_mass,st_teff,sy_dist,ra,dec,download_date
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,4.1698,0.035,1.04,0.09278259,,,,0.628461,0.802,5053.0,436.488,175.206752,6.1348146,2025-08-09T19:18:00.759766
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,21.1701963,0.1195,1.92,0.17129122,,,431.0,0.58,0.62,4057.0,186.197,130.4102091,17.6399744,2025-08-09T19:18:00.759768
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,19.49221,0.1493,5.76,0.51387278,27.0,0.0849510744737753,817.0,1.39,1.17,6069.0,181.69,136.5741931,19.4020565,2025-08-09T19:18:00.759770
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,0.098,2.586,0.23070747,,,536.0,0.673,0.69,4684.0,336.25,204.2215065,-7.3180577,2025-08-09T19:18:00.759771
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,0.28,2.69,0.23998573,,,316.0,0.673,0.69,4684.0,336.25,204.2215065,-7.3180577,2025-08-09T19:18:00.759773
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.5713127,0.01314,1.676,0.14952296,7.8,0.0245415445196502,2299.0,0.99,0.913,5578.0,244.59,13.0800239,10.7947051,2025-08-09T19:18:00.759774
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.33989,0.1073,2.84,0.25336827,7.32,0.0230312956261333,804.0,0.99,0.913,5578.0,244.59,13.0800239,10.7947051,2025-08-09T19:18:00.759776
EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023,16.141132,0.1237,2.332,0.20804746,10.4,0.0327220593595336,804.0,0.999,0.97,5868.0,121.971,186.4860415,-1.4047214,2025-08-09T19:18:00.759777
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,0.07229,11.780659,1.051,953.49,3.0,1401.0,1.586,1.317,6202.0,372.632,78.9198197,16.2786991,2025-08-09T19:18:00.759779
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.0,4.5,12.44199,1.11,4131.79,13.0,183.0,2.7,0.9,4898.0,551.886,159.3890808,11.8427484,2025-08-09T19:18:00.759780
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.5951,0.047,1.95,0.17396735,8.75,0.0275304408016864,1616.0,1.71,1.05,5430.0,321.296,228.2482353,-16.7246474,2025-08-09T19:18:00.759782
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.624,0.13,3.67,0.32741547,14.67,0.0461567504640846,990.0,1.71,1.05,5430.0,321.296,228.2482353,-16.7246474,2025-08-09T19:18:00.759783
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.747,0.22,3.94,0.35150326,10.18,0.0320297014127049,752.0,1.71,1.05,5430.0,321.296,228.2482353,-16.7246474,2025-08-09T19:18:00.759785
G 192-15 b,G 192-15,1,2,Radial Velocity,2025,2.27476,0.01723,1.02,0.0907,,,453.6,0.170718,0.132,2999.0,9.53114,90.6220931,49.861939,2025-08-09T19:18:00.759786
G 192-15 c,G 192-15,1,2,Radial Velocity,2025,1219.0,1.137,3.87,0.345,,,55.9,0.170718,0.132,2999.0,9.53114,90.6220931,49.861939,2025-08-09T19:18:00.759787
G 261-6 b,G 261-6,1,1,Radial Velocity,2025,5.4536,0.02971,1.1,0.0982,,,322.3,0.153162,0.118,2907.0,10.6267,291.07432,75.5558405,2025-08-09T19:18:00.759789
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538,0.02279,1.39,0.124,,,587.0,0.305,0.297,3326.0,16.009,326.6719598,66.803848,2025-08-09T19:18:00.759790
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.0518,0.0525,1.76,0.157,,,387.0,0.305,0.297,3326.0,16.009,326.6719598,66.803848,2025-08-09T19:18:00.759792
G 268-110 b,G 268-110,1,1,Radial Velocity,2025,1.43263,0.01283,1.13,0.101,,,534.0,0.177,0.137,,,16.223688,-18.124802,2025-08-09T19:18:00.759793
G 9-40 b,G 9-40,1,1,Transit,2019,5.7459982,0.0418,1.9,0.16950694,4.0,0.0125854074459745,440.6,0.3026,0.2952,3395.0,27.9276,134.7188514,21.0747961,2025-08-09T19:18:00.759795
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,10.3465,0.0457,1.03,0.0919,,,230.9,0.137,0.12,3024.0,4.84867,1.6764641,-7.5462123,2025-08-09T19:18:00.759796
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,21.202,0.0738,1.1,0.098,,,181.7,0.137,0.12,3024.0,4.84867,1.6764641,-7.5462123,2025-08-09T19:18:00.759797
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.204,0.021,1.1,0.0982,,,,0.156,0.12,2953.0,3.67278,54.0032486,-44.5143104,2025-08-09T19:18:00.759799
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.689,0.035,1.18,0.105,,,,0.156,0.12,2953.0,3.67278,54.0032486,-44.5143104,2025-08-09T19:18:00.759800
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.031,0.054,1.16,0.103,,,,0.156,0.12,2953.0,3.67278,54.0032486,-44.5143104,2025-08-09T19:18:00.759802
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.62892911,0.0157,1.19151465,0.1063,1.83704819246,0.00578,583.8,0.2211,0.1945,3229.0,12.613,153.7090696,-47.1549358,2025-08-09T19:18:00.759803
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.929,0.0476,1.43,0.128,,,300.0,0.2105,0.181,3270.0,12.613,153.7090696,-47.1549358,2025-08-09T19:18:00.759805
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,0.166,11.9,1.07,,,,0.358519,0.344045,3287.0,11.0143,175.4326081,42.7515862,2025-08-09T19:18:00.759806
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,0.912,9.71,0.866,,,,0.358519,0.344045,3287.0,11.0143,175.4326081,42.7515862,2025-08-09T19:18:00.759808
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,389.7,0.5714,3.25,0.29,,,,0.1781,0.1639,3280.0,8.03625,177.7304866,48.3732334,2025-08-09T19:18:00.759809
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.580404531,0.01505,2.733,0.24382235,8.41,0.0264608191551613,567.0,0.2162,0.182,3101.0,14.6427,258.8313991,4.9606795,2025-08-09T19:18:00.759810
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.5182331,0.00915,1.193,0.10643251,1.32,0.00415318445717157,1089.0,0.391,0.381,3458.0,20.373,306.9286462,-56.4622865,2025-08-09T19:18:00.759812
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,0.026,2.63,0.234,,,,0.192,0.178,3236.0,10.2525,333.4324675,-17.6870623,2025-08-09T19:18:00.759813
GJ 1289 b,GJ 1289,1,1,Radial Velocity,2024,111.74,0.27,2.38,0.213,,,150.0,0.245012,0.21,3296.0,8.35147,355.7813464,36.5363314,2025-08-09T19:18:00.759815
HD 21749 c,GJ 143,1,2,Transit,2019,7.78993,0.0695,0.892,0.07957891,3.7,0.0116414435389988,701.0,0.695,0.73,4640.0,16.32,51.7501882,-63.500166,2025-08-09T19:18:00.759816
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,0.1915,2.61,0.2328486,22.7,0.0714218292798037,422.0,0.695,0.73,4640.0,16.32,51.7501882,-63.500166,2025-08-09T19:18:00.759818
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,0.072,1.55,0.139,,,550.0,0.38,0.38,3607.0,3.56228,4.6126677,44.0247296,2025-08-09T19:18:00.759819
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.0,5.4,6.67,0.595,,,,0.38,0.38,3607.0,3.56228,4.6126677,44.0247296,2025-08-09T19:18:00.759820
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.2354,0.053,3.17,0.283,,,,0.655173,0.69,4347.0,25.8557,61.6454173,-20.8564724,2025-08-09T19:18:00.759822
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,0.0607,3.25,0.29,,,,0.409738,0.4,3500.0,15.1285,62.3228353,-53.3711768,2025-08-09T19:18:00.759823
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,0.1254,2.5,0.223,,,,0.409738,0.4,3500.0,15.1285,62.3228353,-53.3711768,2025-08-09T19:18:00.759825
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,1.0304,5.92,0.528,,,,0.409738,0.4,3500.0,15.1285,62.3228353,-53.3711768,2025-08-09T19:18:00.759827
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,2.41,13.8,1.23,301.93698665,0.95,,0.38,0.357,3370.0,12.356,73.0245495,6.4752347,2025-08-09T19:18:00.759829
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.133,0.092,2.43,0.217,,,,0.413049,0.43,3371.0,11.9407,73.460097,-17.776194,2025-08-09T19:18:00.759830
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.329,0.129,2.41,0.215,,,,0.413049,0.43,3371.0,11.9407,73.460097,-17.776194,2025-08-09T19:18:00.759832
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.3,0.309,2.66,0.237,,,,0.413049,0.43,3371.0,11.9407,73.460097,-17.776194,2025-08-09T19:18:00.759833
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,2.38129,0.034,2.03,0.181,,,,2.24104,0.96,5485.0,37.0788,50.8237604,-7.7950429,2025-08-09T19:18:00.759835
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,25533.11353,16.761,12.3,1.1,4069.157094821,12.803,,2.24104,0.96,5485.0,37.0788,50.8237604,-7.7950429,2025-08-09T19:18:00.759836
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.971,0.283,4.17,0.372,,,,0.709495,0.62,4069.95,28.4434,108.0194945,-24.8921008,2025-08-09T19:18:00.759838
GJ 2126 b,GJ 2126,1,1,Radial Velocity,2025,272.7,0.71,13.6,1.22,,,,0.728,0.65,4159.0,38.129,257.3606793,-35.391719,2025-08-09T19:18:00.759839
GJ 229 A c,GJ 229,3,2,Radial Velocity,2020,121.93268,0.384,2.87,0.256,,,,0.46,0.509,3564.0,5.75624,92.6435993,-21.8677233,2025-08-09T19:18:00.759841
GJ 229 b,GJ 229,3,2,Radial Velocity,2014,579.47495,1.086,3.97,0.354,,,,0.46,0.509,3564.0,5.75624,92.6435993,-21.8677233,2025-08-09T19:18:00.759842
GJ 238 b,GJ 238,1,1,Transit,2024,1.7446999,0.02123,0.566,0.05049522,,,758.0,0.4314,0.4193,3485.0,15.2142,98.454881,-58.5250316,2025-08-09T19:18:00.759843
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.238,0.0818,1.83,0.163,,,351.0,0.364,0.36,3451.0,5.58057,103.7002499,33.2664632,2025-08-09T19:18:00.759845
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.819,0.101,3.66,0.327,,,,0.518887,0.53,3542.0,23.6062,9.9980016,-44.2541679,2025-08-09T19:18:00.759846
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,0.036467,1.06,0.0942,,,,0.293,0.29,3382.0,5.921535,111.852091,5.225807,2025-08-09T19:18:00.759848
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,0.091101,1.51,0.135,,,,0.293,0.29,3382.0,5.921535,111.852091,5.225807,2025-08-09T19:18:00.759849
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,0.49,13.1,1.17,,,350.0,0.9,0.9,5540.0,17.5559,4.0634323,-79.8514218,2025-08-09T19:18:00.759851
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.949,0.079,2.79,0.249,,,,0.465216,0.47,3910.0,16.6186,18.6432425,-53.9407751,2025-08-09T19:18:00.759852
GJ 3090 b,GJ 3090,1,1,Transit,2022,2.8531054,0.03165,2.13,0.1900262,3.34,0.0105088152173887,693.0,0.516,0.519,3556.0,22.4751,20.4384281,-46.7147234,2025-08-09T19:18:00.759854
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,0.0197,1.18,0.106,,,,0.5,0.681,3717.0,28.4712,32.2977385,-16.3392495,2025-08-09T19:18:00.759855
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,0.057,1.88,0.167,,,,0.5,0.681,3717.0,28.4712,32.2977385,-16.3392495,2025-08-09T19:18:00.759857
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,0.698,3.23,0.288,,,,0.5,0.681,3717.0,28.4712,32.2977385,-16.3392495,2025-08-09T19:18:00.759858
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66,1.151,13.3,1.18,794.5,2.5,,0.431834,0.42,3492.73,15.1968,130.2445254,-23.452809,2025-08-09T19:18:00.759860
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.323,5.23,13.5,1.2,,,,0.431834,0.42,3492.73,15.1968,130.2445254,-23.452809,2025-08-09T19:18:00.759861
GJ 3222 b,GJ 3222,2,1,Radial Velocity,2022,10.66669,0.091,3.4,0.303,,,,0.931389,0.89,5257.46,18.23817,50.8972464,-40.0762325,2025-08-09T19:18:00.759862
GJ 328 c,GJ 328,1,2,Radial Velocity,2023,241.8,0.657,4.91,0.438,,,,0.63,0.65,3897.0,20.5266,133.7819507,1.5420011,2025-08-09T19:18:00.759864
GJ 328 b,GJ 328,1,2,Radial Velocity,2013,3771.0,4.11,13.3,1.18,,,,0.63,0.65,3897.0,20.5266,133.7819507,1.5420011,2025-08-09T19:18:00.759865
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.2543,0.08208,1.63,0.145,,,,0.404,0.42,3466.0,20.1903,67.1484425,-25.1713396,2025-08-09T19:18:00.759867
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.5987,0.14339,5.19,0.463,,,,0.404,0.42,3466.0,20.1903,67.1484425,-25.1713396,2025-08-09T19:18:00.759868
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.1345,0.19394,2.67,0.238,,,,0.404,0.42,3466.0,20.1903,67.1484425,-25.1713396,2025-08-09T19:18:00.759870
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.6196,0.36175,4.87,0.434,,,,0.404,0.42,3466.0,20.1903,67.1484425,-25.1713396,2025-08-09T19:18:00.759871
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.3636,0.03282,1.23,0.109,,,,0.119,0.164,3159.0,5.37484,75.4868824,-6.9485133,2025-08-09T19:18:00.759872
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54,0.1264,1.32,0.118,,,,0.119,0.164,3159.0,5.37484,75.4868824,-6.9485133,2025-08-09T19:18:00.759874
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,0.089,2.46,0.219,,,,0.439,0.47,3526.0,23.619,78.9471415,-31.2948458,2025-08-09T19:18:00.759875
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,24.422,0.142,3.25,0.29,,,391.0,0.58,0.64,4014.0,6.33256,138.5916722,52.6835211,2025-08-09T19:18:00.759877
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,0.0355,4.57,0.40770809,13.9,0.0437340716735362,593.5,0.547,0.539,3600.0,29.4214,119.7735021,15.391209,2025-08-09T19:18:00.759878
GJ 3473 b,GJ 3473,2,2,Transit,2020,1.1980035,0.01589,1.264,0.11276653,1.86,0.00585218513041563,773.0,0.364,0.36,3347.0,27.3644,120.5936065,3.3371629,2025-08-09T19:18:00.759880
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,15.509,0.0876,2.63,0.235,,,329.1,0.364,0.36,3347.0,27.3644,120.5936065,3.3371629,2025-08-09T19:18:00.759881
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,203.69,0.337,14.3,1.27,,,,0.139,0.123,3081.0,9.48637,130.3316616,59.4918364,2025-08-09T19:18:00.759882
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,1599.6,1.292,9.32,0.832,,,,0.139,0.123,3081.0,9.48637,130.3316616,59.4918364,2025-08-09T19:18:00.759884
GJ 357 b,GJ 357,1,3,Transit,2019,3.9306,0.036,1.2,0.10705701,1.84,0.0057892584085832,518.0,0.337,0.342,3505.0,9.44181,144.0074644,-21.6650634,2025-08-09T19:18:00.759886
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,0.061,1.66,0.148,,,401.2,0.337,0.342,3505.0,9.44181,144.0074644,-21.6650634,2025-08-09T19:18:00.759888
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,0.204,2.34,0.209,,,219.6,0.337,0.342,3505.0,9.44181,144.0074644,-21.6650634,2025-08-09T19:18:00.759889
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,0.0287,2.83,0.253,8.4,0.026,,0.43,0.45,3517.0,20.3779,164.6433493,-31.1443383,2025-08-09T19:18:00.759891
GJ 367 b,GJ 367,1,3,Transit,2021,0.3219225,0.00709,0.699,0.06236071,0.633,0.00199164072832546,1365.0,0.458,0.455,3522.0,9.41263,146.121464,-45.7790165,2025-08-09T19:18:00.759892
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,0.026,2.75,0.245,,,,0.281,0.27,3324.0,13.743,200.7335358,24.4639425,2025-08-09T19:18:00.759894
GJ 3929 b,GJ 3929,1,2,Transit,2022,2.616235,0.0252,1.09,0.09724345,1.75,0.00550611575761382,568.0,0.32,0.313,3384.0,15.8095,239.5775678,35.4081141,2025-08-09T19:18:00.759895
GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,15.04,0.081,2.26,0.201,,,317.0,0.32,0.313,3384.0,15.8095,239.5775678,35.4081141,2025-08-09T19:18:00.759897
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679,0.05402,1.17,0.104,,,485.0,0.426,0.426,3579.0,7.03149,157.2288672,0.8378485,2025-08-09T19:18:00.759898
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,0.0608,2.57,0.229,,,590.0,0.61,0.63,3867.0,16.9287,242.2645452,52.9441443,2025-08-09T19:18:00.759900
GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023,6.9442,0.0405,1.74,0.156,,,348.0,0.19734,0.1842,3273.0,9.9105,255.8503747,51.4089795,2025-08-09T19:18:00.759901
GJ 3998 b,GJ 3998,1,3,Radial Velocity,2016,2.65033,0.03,1.39,0.124,,,,0.5,0.52,3726.0,18.1459,259.0020507,11.0561751,2025-08-09T19:18:00.759902
GJ 3998 c,GJ 3998,1,3,Radial Velocity,2016,13.727,0.09,2.5,0.223,,,,0.5,0.52,3726.0,18.1459,259.0020507,11.0561751,2025-08-09T19:18:00.759904
GJ 3998 d,GJ 3998,1,3,Radial Velocity,2025,41.78,0.189,2.34,0.209,,,,0.5,0.52,3726.0,18.1459,259.0020507,11.0561751,2025-08-09T19:18:00.759905
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.9394,0.07879,1.45,0.129,,,349.83,0.3685,0.3899,3719.0,5.675773,165.834471,35.972317,2025-08-09T19:18:00.759907
HD 95735 c,GJ 411,1,2,Radial Velocity,2021,2946.0,2.94,3.76,0.335,,,,0.3685,0.3899,3719.0,5.675773,165.834471,35.972317,2025-08-09T19:18:00.759908
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.8,0.2324,2.63,0.23463288,,,308.6,0.68,0.65,4120.0,11.8893,167.7745044,30.4451688,2025-08-09T19:18:00.759910
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,749.83,1.4,8.4,0.74939781,,,124.7,0.68,0.65,4120.0,11.8893,167.7745044,30.4451688,2025-08-09T19:18:00.759911
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,20.129,0.111,3.33,0.297,,,,0.370328,0.35,3323.0,12.6631,168.9810458,-57.5425629,2025-08-09T19:18:00.759912
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,0.082,4.22,0.377,,,,0.407,0.406,3387.0,21.3362,336.3221454,59.412503,2025-08-09T19:18:00.759914
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.3705,0.062,2.33,0.208,,,,0.5,0.48,3461.0,9.06456,173.8619194,-32.5436302,2025-08-09T19:18:00.759915
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.059,0.178,2.14,0.191,,,,0.5,0.48,3461.0,9.06456,173.8619194,-32.5436302,2025-08-09T19:18:00.759917
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.105,4.819,6.27,0.56,,,,0.5,0.48,3461.0,9.06456,173.8619194,-32.5436302,2025-08-09T19:18:00.759918
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,0.0291,4.17,0.372,22.1,0.07,686.0,0.455,0.47,3586.11,9.75321,175.5505363,26.7030669,2025-08-09T19:18:00.759920
GJ 463 b,GJ 463,1,1,Radial Velocity,2022,3448.0,3.53,13.0,1.16,1144.1822652,3.6,,0.49,0.49,3540.0,18.3554,185.7440496,64.0324311,2025-08-09T19:18:00.759921
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,9.567,0.068,3.69,0.33,,,,0.455815,0.45,3381.0,14.2358,189.7134226,11.6950708,2025-08-09T19:18:00.759922
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.46712127,0.01714,1.289,0.11499708,2.77,0.00871539465633731,696.3,0.3243,0.312,3317.0,8.07426,191.981531,9.7494181,2025-08-09T19:18:00.759924
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43,0.422,2.13,0.19,,,202.0,0.5,0.51,3728.0,7.61778,202.5040424,10.3725387,2025-08-09T19:18:00.759925
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.7076,0.06661,2.17,0.194,,,,0.5,0.52,3685.0,10.4092,210.2597264,-2.6522901,2025-08-09T19:18:00.759927
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.1481,0.02799,1.38,0.123,2.48,0.00780295261650416,,0.302,0.295,3500.0,6.2981,229.8564725,-7.7226935,2025-08-09T19:18:00.759928
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.3686,0.0399,4.79,0.427,20.5,0.0645002131606191,,0.302,0.295,3500.0,6.2981,229.8564725,-7.7226935,2025-08-09T19:18:00.759930
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.9211,0.0718,2.5,0.223,6.81,0.0214266561767715,,0.302,0.295,3500.0,6.2981,229.8564725,-7.7226935,2025-08-09T19:18:00.759931
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.628,0.078361,1.49,0.133,,,,0.31,0.3,3499.0,6.47249,246.3557854,54.3033625,2025-08-09T19:18:00.759933
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,600.1,1.112,10.8,0.966,,,,0.5,0.51,3734.0,10.3796,254.5363221,25.7419719,2025-08-09T19:18:00.759934
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012,7.203,0.050431,2.25,0.201,,,,,0.33,3350.0,7.24396,259.7510609,-34.9977651,2025-08-09T19:18:00.759935
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013,28.14,0.125,1.77,0.158,,,,,0.33,3350.0,7.24396,259.7510609,-34.9977651,2025-08-09T19:18:00.759937
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,0.156,1.45,0.129,,,,,0.33,3350.0,7.24396,259.7510609,-34.9977651,2025-08-09T19:18:00.759938
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24,0.213,1.45,0.129,,,,,0.33,3350.0,7.24396,259.7510609,-34.9977651,2025-08-09T19:18:00.759940
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.2,0.549,1.99,0.177,,,,,0.33,3350.0,7.24396,259.7510609,-34.9977651,2025-08-09T19:18:00.759941
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,0.039,3.33,0.297,,,,0.36463,0.35,3600.0,4.54896,262.1700476,-46.8989826,2025-08-09T19:18:00.759943
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.60076,0.039,1.78,0.159,,,,0.69,0.626,3734.0,16.0272,262.5448903,-51.6377777,2025-08-09T19:18:00.759945
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.47358,0.181,2.47,0.221,,,,0.69,0.626,3734.0,16.0272,262.5448903,-51.6377777,2025-08-09T19:18:00.759948
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1051.44521,1.735,12.8,1.14,1840.862133344,5.792,,0.69,0.626,3734.0,16.0272,262.5448903,-51.6377777,2025-08-09T19:18:00.759949
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,13921.42302,9.726,12.3,1.1,4288.140867244,13.492,,0.69,0.626,3734.0,16.0272,262.5448903,-51.6377777,2025-08-09T19:18:00.759951
GJ 680 b,GJ 680,2,1,Radial Velocity,2022,17281.66514,10.138,12.0,1.07,7977.4930157,25.1,,0.45933,0.456,3563.0,9.67315,263.8072214,-48.6788427,2025-08-09T19:18:00.759952
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,17.478,0.08,1.93,0.173,,,,0.298255,0.27,3028.0,5.00671,264.2610245,-44.3232519,2025-08-09T19:18:00.759954
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,57.32,0.176,2.89,0.258,,,,0.298255,0.27,3028.0,5.00671,264.2610245,-44.3232519,2025-08-09T19:18:00.759955
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,24.16,0.1344,2.95,0.263,,,,0.54,0.55,3816.0,14.3155,263.8960378,61.6793482,2025-08-09T19:18:00.759957
GJ 687 b,GJ 687,1,2,Radial Velocity,2014,38.142,0.163,4.32,0.385,,,,0.4183,0.4,3413.0,4.54939,264.1041731,68.3336741,2025-08-09T19:18:00.759958
GJ 687 c,GJ 687,1,2,Radial Velocity,2020,727.562,1.165,4.14,0.369,,,,0.4183,0.4,3413.0,4.54939,264.1041731,68.3336741,2025-08-09T19:18:00.759959
GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,19.466,0.119,3.77,0.336,,,401.0,0.56,0.57,3837.0,15.5575,278.8294172,45.7456038,2025-08-09T19:18:00.759961
GJ 724 b,GJ 724,1,1,Radial Velocity,2023,5.101284,0.04685,3.27,0.292,,,611.0,0.52226,0.5271,3799.0,16.9658,280.238365,-13.3824997,2025-08-09T19:18:00.759962
GJ 740 b,GJ 740,1,1,Radial Velocity,2021,2.37756,0.029,1.53,0.137,,,829.0,0.56,0.58,3913.0,11.1017,284.4997178,5.902867,2025-08-09T19:18:00.759964
GJ 806 b,GJ 806,1,2,Transit,2023,0.9263237,0.01406,1.331,0.11874407,1.9,0.00597806853683787,940.0,0.4144,0.413,3600.0,12.0445,311.2697002,44.5002351,2025-08-09T19:18:00.759966
GJ 806 c,GJ 806,1,2,Radial Velocity,2023,6.64064,0.0523,2.28,0.203,,,490.0,0.4144,0.413,3600.0,12.0445,311.2697002,44.5002351,2025-08-09T19:18:00.759968
GJ 832 b,GJ 832,1,1,Radial Velocity,2008,3853.0,3.7,13.8,1.23,314.65012293,0.99,,0.441557,0.45,3472.0,4.96435,323.3912616,-49.0125169,2025-08-09T19:18:00.759969
